Codigo de mesa,Partido,Num Votos
24-014-1-001-U,PP,89
24-014-1-001-U,VOX,29
24-014-1-001-U,PODEMOS-IU-AV,23
24-014-1-001-U,UPL,12
24-014-1-001-U,C.Bierzo - BEX,10
24-014-1-001-U,Cs,7
24-014-1-001-U,PCTE,1
24-014-1-001-U,PCAS-TC-Recortes Cero,0
24-014-1-001-U,PREPAL,0
24-014-1-001-U,PACMA,0
24-014-1-002-A,PSOE,162
24-014-1-002-A,PP,108
24-014-1-002-A,VOX,39
24-014-1-002-A,UPL,31
24-014-1-002-A,PODEMOS-IU-AV,25
24-014-1-002-A,C.Bierzo - BEX,10
24-014-1-002-A,PACMA,4
24-014-1-002-A,PCTE,2
24-014-1-002-A,Cs,2
24-014-1-002-A,PREPAL,1
24-014-1-002-A,PCAS-TC-Recortes Cero,0
24-014-1-002-B,PSOE,168
24-014-1-002-B,PP,89
24-014-1-002-B,VOX,41
24-014-1-002-B,UPL,18
24-014-1-002-B,PODEMOS-IU-AV,16
24-014-1-002-B,C.Bierzo - BEX,8
24-014-1-002-B,Cs,7
24-014-1-002-B,PACMA,3
24-014-1-002-B,PCTE,2
24-014-1-002-B,PCAS-TC-Recortes Cero,0
24-014-1-002-B,PREPAL,0
24-014-1-003-A,PSOE,154
24-014-1-003-A,PP,102
24-014-1-003-A,VOX,31
24-014-1-003-A,PODEMOS-IU-AV,23
24-014-1-003-A,UPL,14
24-014-1-003-A,C.Bierzo - BEX,10
24-014-1-003-A,Cs,4
24-014-1-003-A,PREPAL,2
24-014-1-003-A,PCTE,0
24-014-1-003-A,PCAS-TC-Recortes Cero,0
24-014-1-003-A,PACMA,0
24-014-1-003-B,PSOE,114
24-014-1-003-B,PP,83
24-014-1-003-B,VOX,48
24-014-1-003-B,PODEMOS-IU-AV,21
24-014-1-003-B,Cs,15
24-014-1-003-B,UPL,13
24-014-1-003-B,C.Bierzo - BEX,6
24-014-1-003-B,PACMA,1
24-014-1-003-B,PCAS-TC-Recortes Cero,0
24-014-1-003-B,PCTE,0
24-014-1-003-B,PREPAL,0
24-014-1-004-U,PP,152
24-014-1-004-U,PSOE,147
24-014-1-004-U,VOX,37
24-014-1-004-U,PODEMOS-IU-AV,34
24-014-1-004-U,UPL,22
24-014-1-004-U,C.Bierzo - BEX,15
24-014-1-004-U,Cs,12
24-014-1-004-U,PACMA,1
24-014-1-004-U,PCTE,1
24-014-1-004-U,PCAS-TC-Recortes Cero,0
24-014-1-004-U,PREPAL,0
24-014-1-005-U,PSOE,133
24-014-1-005-U,PP,83
24-014-1-005-U,VOX,30
24-014-1-005-U,PODEMOS-IU-AV,23
24-014-1-005-U,UPL,17
24-014-1-005-U,C.Bierzo - BEX,10
24-014-1-005-U,Cs,6
24-014-1-005-U,PCTE,1
24-014-1-005-U,PREPAL,0
24-014-1-005-U,PACMA,0
24-014-1-005-U,PCAS-TC-Recortes Cero,0
24-014-1-006-A,PSOE,64
24-014-1-006-A,PP,45
24-014-1-006-A,PODEMOS-IU-AV,16
24-014-1-006-A,VOX,13
24-014-1-006-A,UPL,9
24-014-1-006-A,C.Bierzo - BEX,8
24-014-1-006-A,Cs,4
24-014-1-006-A,PACMA,1
24-014-1-006-A,PCTE,1
24-014-1-006-A,PREPAL,0
24-014-1-006-A,PCAS-TC-Recortes Cero,0
24-014-1-006-B,PSOE,134
24-014-1-006-B,PP,75
24-014-1-006-B,VOX,60
24-014-1-006-B,PODEMOS-IU-AV,17
24-014-1-006-B,UPL,15
24-014-1-006-B,Cs,7
24-014-1-006-B,C.Bierzo - BEX,6
24-014-1-006-B,PACMA,0
24-014-1-006-B,PREPAL,0
24-014-1-006-B,PCTE,0
24-014-1-006-B,PCAS-TC-Recortes Cero,0
24-014-1-007-A,PSOE,120
24-014-1-007-A,PP,86
24-014-1-007-A,VOX,29
24-014-1-007-A,UPL,24
24-014-1-007-A,C.Bierzo - BEX,23
24-014-1-007-A,PODEMOS-IU-AV,23
24-014-1-007-A,Cs,12
24-014-1-007-A,PACMA,1
24-014-1-007-A,PCTE,1
24-014-1-007-A,PREPAL,0
24-014-1-007-A,PCAS-TC-Recortes Cero,0
24-014-1-007-B,PSOE,112
24-014-1-007-B,PP,71
24-014-1-007-B,UPL,31
24-014-1-007-B,VOX,28
24-014-1-007-B,PODEMOS-IU-AV,12
24-014-1-007-B,C.Bierzo - BEX,7
24-014-1-007-B,Cs,2
24-014-1-007-B,PACMA,0
24-014-1-007-B,PCAS-TC-Recortes Cero,0
24-014-1-007-B,PREPAL,0
24-014-1-007-B,PCTE,0
24-015-1-001-A,PP,160
24-015-1-001-A,UPL,140
24-015-1-001-A,VOX,103
24-015-1-001-A,PSOE,80
24-015-1-001-A,PODEMOS-IU-AV,9
24-015-1-001-A,Cs,5
24-015-1-001-A,PACMA,1
24-015-1-001-A,PCAS-TC-Recortes Cero,0
24-015-1-001-A,C.Bierzo - BEX,0
24-015-1-001-A,PREPAL,0
24-015-1-001-A,PCTE,0
24-015-1-001-B,PP,156
24-015-1-001-B,UPL,93
24-015-1-001-B,VOX,83
24-015-1-001-B,PSOE,53
24-015-1-001-B,Cs,14
24-015-1-001-B,PODEMOS-IU-AV,13
24-015-1-001-B,PREPAL,1
24-015-1-001-B,PCAS-TC-Recortes Cero,0
24-015-1-001-B,PCTE,0
24-015-1-001-B,C.Bierzo - BEX,0
24-015-1-001-B,PACMA,0
24-015-1-002-A,PP,53
24-015-1-002-A,UPL,47
24-015-1-002-A,PSOE,39
24-015-1-002-A,VOX,21
24-015-1-002-A,Cs,5
24-015-1-002-A,PCTE,1
24-015-1-002-A,PODEMOS-IU-AV,1
24-015-1-002-A,PREPAL,0
24-015-1-002-A,C.Bierzo - BEX,0
24-015-1-002-A,PACMA,0
24-015-1-002-A,PCAS-TC-Recortes Cero,0
24-015-1-002-B,PSOE,88
24-015-1-002-B,PP,70
24-015-1-002-B,UPL,32
24-015-1-002-B,VOX,16
24-015-1-002-B,Cs,3
24-015-1-002-B,PODEMOS-IU-AV,2
24-015-1-002-B,PREPAL,0
24-015-1-002-B,PCTE,0
24-015-1-002-B,PACMA,0
24-015-1-002-B,C.Bierzo - BEX,0
24-015-1-002-B,PCAS-TC-Recortes Cero,0
24-016-1-001-U,PP,83
24-016-1-001-U,PSOE,70
24-016-1-001-U,VOX,16
24-016-1-001-U,UPL,14
24-016-1-001-U,PODEMOS-IU-AV,6
24-016-1-001-U,C.Bierzo - BEX,1
24-016-1-001-U,PCAS-TC-Recortes Cero,0
24-016-1-001-U,PACMA,0
24-016-1-001-U,PREPAL,0
24-016-1-001-U,Cs,0
24-016-1-001-U,PCTE,0
24-017-1-001-U,PP,112
24-017-1-001-U,PSOE,75
24-017-1-001-U,UPL,69
24-017-1-001-U,VOX,60
24-017-1-001-U,PODEMOS-IU-AV,12
24-017-1-001-U,Cs,6
24-017-1-001-U,PACMA,1
24-017-1-001-U,PREPAL,0
24-017-1-001-U,PCTE,0
24-017-1-001-U,PCAS-TC-Recortes Cero,0
24-017-1-001-U,C.Bierzo - BEX,0
24-018-1-001-U,PP,54
24-018-1-001-U,VOX,27
24-018-1-001-U,PSOE,21
24-018-1-001-U,UPL,8
24-018-1-001-U,PODEMOS-IU-AV,7
24-018-1-001-U,Cs,2
24-018-1-001-U,C.Bierzo - BEX,1
24-018-1-001-U,PCAS-TC-Recortes Cero,0
24-018-1-001-U,PACMA,0
24-018-1-001-U,PREPAL,0
24-018-1-001-U,PCTE,0
24-019-1-001-U,PSOE,119
24-019-1-001-U,PP,45
24-019-1-001-U,PODEMOS-IU-AV,15
24-019-1-001-U,UPL,11
24-019-1-001-U,VOX,10
24-019-1-001-U,C.Bierzo - BEX,9
24-019-1-001-U,Cs,6
24-019-1-001-U,PREPAL,1
24-019-1-001-U,PCTE,0
24-019-1-001-U,PACMA,0
24-019-1-001-U,PCAS-TC-Recortes Cero,0
24-020-1-001-U,UPL,86
24-020-1-001-U,PP,51
24-020-1-001-U,PSOE,38
24-020-1-001-U,VOX,37
24-020-1-001-U,Cs,15
24-020-1-001-U,PODEMOS-IU-AV,5
24-020-1-001-U,PREPAL,2
24-020-1-001-U,PCAS-TC-Recortes Cero,0
24-020-1-001-U,PACMA,0
24-020-1-001-U,C.Bierzo - BEX,0
24-020-1-001-U,PCTE,0
24-021-1-001-A,PSOE,159
24-021-1-001-A,UPL,155
24-021-1-001-A,PP,107
24-021-1-001-A,VOX,53
24-021-1-001-A,PODEMOS-IU-AV,28
24-021-1-001-A,Cs,7
24-021-1-001-A,PACMA,3
24-021-1-001-A,PREPAL,1
24-021-1-001-A,PCTE,0
24-021-1-001-A,C.Bierzo - BEX,0
24-021-1-001-A,PCAS-TC-Recortes Cero,0
24-021-1-001-B,PSOE,126
24-021-1-001-B,UPL,118
24-021-1-001-B,PP,76
24-021-1-001-B,VOX,49
24-021-1-001-B,PODEMOS-IU-AV,29
24-021-1-001-B,Cs,5
24-021-1-001-B,PACMA,2
24-021-1-001-B,PCAS-TC-Recortes Cero,1
24-021-1-001-B,PCTE,0
24-021-1-001-B,C.Bierzo - BEX,0
24-021-1-001-B,PREPAL,0
24-022-1-001-U,PP,59
24-022-1-001-U,PSOE,39
24-022-1-001-U,VOX,21
24-022-1-001-U,PODEMOS-IU-AV,9
24-022-1-001-U,C.Bierzo - BEX,5
24-022-1-001-U,UPL,1
24-022-1-001-U,Cs,1
24-022-1-001-U,PCTE,0
24-022-1-001-U,PACMA,0
24-022-1-001-U,PCAS-TC-Recortes Cero,0
24-022-1-001-U,PREPAL,0
24-023-1-001-U,PP,49
24-023-1-001-U,VOX,42
24-023-1-001-U,UPL,26
24-023-1-001-U,PSOE,26
24-023-1-001-U,PODEMOS-IU-AV,10
24-023-1-001-U,C.Bierzo - BEX,1
24-023-1-001-U,Cs,1
24-023-1-001-U,PACMA,0
24-023-1-001-U,PCAS-TC-Recortes Cero,0
24-023-1-001-U,PCTE,0
24-023-1-001-U,PREPAL,0
24-024-1-001-A,PP,54
24-024-1-001-A,UPL,48
24-024-1-001-A,VOX,39
24-024-1-001-A,PSOE,23
24-024-1-001-A,PODEMOS-IU-AV,2
24-024-1-001-A,PACMA,2
24-024-1-001-A,Cs,1
24-024-1-001-A,PREPAL,0
24-024-1-001-A,PCTE,0
24-024-1-001-A,C.Bierzo - BEX,0
24-024-1-001-A,PCAS-TC-Recortes Cero,0
24-024-1-001-B,UPL,52
24-024-1-001-B,PSOE,47
24-024-1-001-B,PP,45
24-024-1-001-B,VOX,34
24-024-1-001-B,PODEMOS-IU-AV,21
24-024-1-001-B,C.Bierzo - BEX,1
24-024-1-001-B,PREPAL,1
24-024-1-001-B,PCAS-TC-Recortes Cero,0
24-024-1-001-B,Cs,0
24-024-1-001-B,PCTE,0
24-024-1-001-B,PACMA,0
24-025-1-001-U,PP,77
24-025-1-001-U,UPL,41
24-025-1-001-U,VOX,36
24-025-1-001-U,PSOE,26
24-025-1-001-U,Cs,2
24-025-1-001-U,PODEMOS-IU-AV,2
24-025-1-001-U,PACMA,1
24-025-1-001-U,PCAS-TC-Recortes Cero,0
24-025-1-001-U,PREPAL,0
24-025-1-001-U,C.Bierzo - BEX,0
24-025-1-001-U,PCTE,0
24-026-1-001-A,PP,177
24-026-1-001-A,UPL,99
24-026-1-001-A,VOX,47
24-026-1-001-A,PSOE,27
24-026-1-001-A,Cs,5
24-026-1-001-A,PODEMOS-IU-AV,4
24-026-1-001-A,PACMA,3
24-026-1-001-A,PREPAL,1
24-026-1-001-A,PCTE,1
24-026-1-001-A,PCAS-TC-Recortes Cero,1
24-026-1-001-A,C.Bierzo - BEX,0
24-026-1-001-B,PP,52
24-026-1-001-B,UPL,40
24-026-1-001-B,VOX,15
24-026-1-001-B,PSOE,14
24-026-1-001-B,Cs,4
24-026-1-001-B,PACMA,1
24-026-1-001-B,PODEMOS-IU-AV,1
24-026-1-001-B,PCTE,0
24-026-1-001-B,PREPAL,0
24-026-1-001-B,PCAS-TC-Recortes Cero,0
24-026-1-001-B,C.Bierzo - BEX,0
24-026-1-001-C,UPL,46
24-026-1-001-C,PP,45
24-026-1-001-C,PSOE,24
24-026-1-001-C,VOX,19
24-026-1-001-C,PODEMOS-IU-AV,7
24-026-1-001-C,Cs,4
24-026-1-001-C,PCTE,2
24-026-1-001-C,PREPAL,0
24-026-1-001-C,C.Bierzo - BEX,0
24-026-1-001-C,PACMA,0
24-026-1-001-C,PCAS-TC-Recortes Cero,0
24-027-1-001-A,PSOE,202
24-027-1-001-A,PP,124
24-027-1-001-A,VOX,48
24-027-1-001-A,PODEMOS-IU-AV,35
24-027-1-001-A,UPL,20
24-027-1-001-A,C.Bierzo - BEX,20
24-027-1-001-A,Cs,15
24-027-1-001-A,PACMA,5
24-027-1-001-A,PREPAL,0
24-027-1-001-A,PCTE,0
24-027-1-001-A,PCAS-TC-Recortes Cero,0
24-027-1-001-B,PSOE,83
24-027-1-001-B,PP,55
24-027-1-001-B,VOX,46
24-027-1-001-B,PODEMOS-IU-AV,17
24-027-1-001-B,UPL,6
24-027-1-001-B,Cs,4
24-027-1-001-B,C.Bierzo - BEX,4
24-027-1-001-B,PACMA,2
24-027-1-001-B,PCAS-TC-Recortes Cero,0
24-027-1-001-B,PCTE,0
24-027-1-001-B,PREPAL,0
24-028-1-001-U,UPL,99
24-028-1-001-U,PSOE,65
24-028-1-001-U,PP,60
24-028-1-001-U,VOX,26
24-028-1-001-U,PODEMOS-IU-AV,6
24-028-1-001-U,Cs,2
24-028-1-001-U,PREPAL,0
24-028-1-001-U,PCTE,0
24-028-1-001-U,PCAS-TC-Recortes Cero,0
24-028-1-001-U,C.Bierzo - BEX,0
24-028-1-001-U,PACMA,0
24-029-1-001-A,PSOE,51
24-029-1-001-A,PP,44
24-029-1-001-A,UPL,31
24-029-1-001-A,VOX,25
24-029-1-001-A,PODEMOS-IU-AV,5
24-029-1-001-A,PCTE,2
24-029-1-001-A,PREPAL,1
24-029-1-001-A,PCAS-TC-Recortes Cero,0
24-029-1-001-A,PACMA,0
24-029-1-001-A,Cs,0
24-029-1-001-A,C.Bierzo - BEX,0
24-029-1-001-B,PSOE,89
24-029-1-001-B,UPL,54
24-029-1-001-B,PP,46
24-029-1-001-B,VOX,20
24-029-1-001-B,PODEMOS-IU-AV,11
24-029-1-001-B,PCTE,1
24-029-1-001-B,PREPAL,0
24-029-1-001-B,PACMA,0
24-029-1-001-B,C.Bierzo - BEX,0
24-029-1-001-B,PCAS-TC-Recortes Cero,0
24-029-1-001-B,Cs,0
24-030-1-001-A,PSOE,159
24-030-1-001-A,PP,101
24-030-1-001-A,VOX,36
24-030-1-001-A,PODEMOS-IU-AV,24
24-030-1-001-A,UPL,20
24-030-1-001-A,Cs,6
24-030-1-001-A,C.Bierzo - BEX,4
24-030-1-001-A,PACMA,2
24-030-1-001-A,PREPAL,2
24-030-1-001-A,PCAS-TC-Recortes Cero,1
24-030-1-001-A,PCTE,1
24-030-1-001-B,PSOE,171
24-030-1-001-B,PP,77
24-030-1-001-B,VOX,29
24-030-1-001-B,PODEMOS-IU-AV,28
24-030-1-001-B,UPL,19
24-030-1-001-B,Cs,6
24-030-1-001-B,C.Bierzo - BEX,6
24-030-1-001-B,PACMA,2
24-030-1-001-B,PREPAL,1
24-030-1-001-B,PCAS-TC-Recortes Cero,0
24-030-1-001-B,PCTE,0
24-030-1-002-A,PSOE,145
24-030-1-002-A,PP,113
24-030-1-002-A,VOX,40
24-030-1-002-A,PODEMOS-IU-AV,31
24-030-1-002-A,UPL,20
24-030-1-002-A,Cs,13
24-030-1-002-A,C.Bierzo - BEX,12
24-030-1-002-A,PACMA,4
24-030-1-002-A,PREPAL,1
24-030-1-002-A,PCAS-TC-Recortes Cero,0
24-030-1-002-A,PCTE,0
24-030-1-002-B,PSOE,127
24-030-1-002-B,PP,99
24-030-1-002-B,VOX,39
24-030-1-002-B,PODEMOS-IU-AV,31
24-030-1-002-B,C.Bierzo - BEX,22
24-030-1-002-B,UPL,13
24-030-1-002-B,Cs,12
24-030-1-002-B,PACMA,6
24-030-1-002-B,PCTE,0
24-030-1-002-B,PCAS-TC-Recortes Cero,0
24-030-1-002-B,PREPAL,0
24-030-1-003-U,PSOE,181
24-030-1-003-U,PP,86
24-030-1-003-U,PODEMOS-IU-AV,61
24-030-1-003-U,VOX,41
24-030-1-003-U,UPL,14
24-030-1-003-U,Cs,9
24-030-1-003-U,C.Bierzo - BEX,8
24-030-1-003-U,PACMA,2
24-030-1-003-U,PCTE,1
24-030-1-003-U,PREPAL,0
24-030-1-003-U,PCAS-TC-Recortes Cero,0
24-030-1-004-U,PSOE,129
24-030-1-004-U,PP,78
24-030-1-004-U,VOX,46
24-030-1-004-U,PODEMOS-IU-AV,35
24-030-1-004-U,UPL,14
24-030-1-004-U,C.Bierzo - BEX,12
24-030-1-004-U,Cs,6
24-030-1-004-U,PCTE,1
24-030-1-004-U,PCAS-TC-Recortes Cero,0
24-030-1-004-U,PACMA,0
24-030-1-004-U,PREPAL,0
24-031-1-001-U,PP,50
24-031-1-001-U,PSOE,40
24-031-1-001-U,UPL,39
24-031-1-001-U,VOX,17
24-031-1-001-U,PODEMOS-IU-AV,9
24-031-1-001-U,Cs,2
24-031-1-001-U,PCTE,1
24-031-1-001-U,PCAS-TC-Recortes Cero,0
24-031-1-001-U,PACMA,0
24-031-1-001-U,PREPAL,0
24-031-1-001-U,C.Bierzo - BEX,0
24-032-1-001-U,PSOE,26
24-032-1-001-U,PP,20
24-032-1-001-U,VOX,12
24-032-1-001-U,UPL,3
24-032-1-001-U,Cs,1
24-032-1-001-U,PODEMOS-IU-AV,1
24-032-1-001-U,PCAS-TC-Recortes Cero,0
24-032-1-001-U,PREPAL,0
24-032-1-001-U,PACMA,0
24-032-1-001-U,C.Bierzo - BEX,0
24-032-1-001-U,PCTE,0
24-033-1-001-U,PP,55
24-033-1-001-U,PSOE,23
24-033-1-001-U,UPL,22
24-033-1-001-U,VOX,20
24-033-1-001-U,PODEMOS-IU-AV,5
24-033-1-001-U,Cs,2
24-033-1-001-U,PACMA,1
24-033-1-001-U,PCTE,0
24-033-1-001-U,PREPAL,0
24-033-1-001-U,PCAS-TC-Recortes Cero,0
24-033-1-001-U,C.Bierzo - BEX,0
24-034-1-001-A,PSOE,215
24-034-1-001-A,PP,78
24-034-1-001-A,VOX,50
24-034-1-001-A,PODEMOS-IU-AV,34
24-034-1-001-A,C.Bierzo - BEX,25
24-034-1-001-A,UPL,14
24-034-1-001-A,Cs,9
24-034-1-001-A,PACMA,2
24-034-1-001-A,PCTE,1
24-034-1-001-A,PCAS-TC-Recortes Cero,0
24-034-1-001-A,PREPAL,0
24-034-1-001-B,PSOE,230
24-034-1-001-B,PP,70
24-034-1-001-B,VOX,60
24-034-1-001-B,PODEMOS-IU-AV,18
24-034-1-001-B,UPL,13
24-034-1-001-B,C.Bierzo - BEX,12
24-034-1-001-B,Cs,8
24-034-1-001-B,PACMA,3
24-034-1-001-B,PCAS-TC-Recortes Cero,1
24-034-1-001-B,PCTE,0
24-034-1-001-B,PREPAL,0
24-034-1-002-A,PSOE,159
24-034-1-002-A,VOX,50
24-034-1-002-A,PP,44
24-034-1-002-A,PODEMOS-IU-AV,21
24-034-1-002-A,UPL,9
24-034-1-002-A,Cs,7
24-034-1-002-A,C.Bierzo - BEX,6
24-034-1-002-A,PACMA,1
24-034-1-002-A,PREPAL,0
24-034-1-002-A,PCTE,0
24-034-1-002-A,PCAS-TC-Recortes Cero,0
24-034-1-002-B,PSOE,98
24-034-1-002-B,PP,30
24-034-1-002-B,VOX,20
24-034-1-002-B,C.Bierzo - BEX,17
24-034-1-002-B,PODEMOS-IU-AV,10
24-034-1-002-B,UPL,5
24-034-1-002-B,Cs,5
24-034-1-002-B,PCTE,0
24-034-1-002-B,PCAS-TC-Recortes Cero,0
24-034-1-002-B,PACMA,0
24-034-1-002-B,PREPAL,0
24-034-1-003-A,PSOE,178
24-034-1-003-A,PP,56
24-034-1-003-A,PODEMOS-IU-AV,46
24-034-1-003-A,VOX,45
24-034-1-003-A,C.Bierzo - BEX,14
24-034-1-003-A,UPL,13
24-034-1-003-A,PACMA,7
24-034-1-003-A,Cs,6
24-034-1-003-A,PREPAL,0
24-034-1-003-A,PCTE,0
24-034-1-003-A,PCAS-TC-Recortes Cero,0
24-034-1-003-B,PSOE,128
24-034-1-003-B,PP,41
24-034-1-003-B,PODEMOS-IU-AV,38
24-034-1-003-B,VOX,29
24-034-1-003-B,C.Bierzo - BEX,11
24-034-1-003-B,Cs,6
24-034-1-003-B,UPL,6
24-034-1-003-B,PCTE,1
24-034-1-003-B,PACMA,1
24-034-1-003-B,PCAS-TC-Recortes Cero,0
24-034-1-003-B,PREPAL,0
24-036-1-001-U,PSOE,69
24-036-1-001-U,PP,56
24-036-1-001-U,PODEMOS-IU-AV,6
24-036-1-001-U,UPL,4
24-036-1-001-U,VOX,3
24-036-1-001-U,Cs,1
24-036-1-001-U,PREPAL,1
24-036-1-001-U,PCTE,0
24-036-1-001-U,PCAS-TC-Recortes Cero,0
24-036-1-001-U,C.Bierzo - BEX,0
24-036-1-001-U,PACMA,0
24-037-1-001-U,PP,57
24-037-1-001-U,PSOE,42
24-037-1-001-U,VOX,35
24-037-1-001-U,UPL,20
24-037-1-001-U,PODEMOS-IU-AV,16
24-037-1-001-U,Cs,2
24-037-1-001-U,PREPAL,0
24-037-1-001-U,C.Bierzo - BEX,0
24-037-1-001-U,PCTE,0
24-037-1-001-U,PCAS-TC-Recortes Cero,0
24-037-1-001-U,PACMA,0
24-038-1-001-A,PSOE,188
24-038-1-001-A,PP,181
24-038-1-001-A,VOX,56
24-038-1-001-A,PODEMOS-IU-AV,44
24-038-1-001-A,UPL,21
24-038-1-001-A,Cs,12
24-038-1-001-A,C.Bierzo - BEX,11
24-038-1-001-A,PACMA,3
24-038-1-001-A,PCTE,0
24-038-1-001-A,PREPAL,0
24-038-1-001-A,PCAS-TC-Recortes Cero,0
24-038-1-001-B,PSOE,127
24-038-1-001-B,PP,94
24-038-1-001-B,VOX,21
24-038-1-001-B,UPL,16
24-038-1-001-B,PODEMOS-IU-AV,15
24-038-1-001-B,C.Bierzo - BEX,6
24-038-1-001-B,Cs,2
24-038-1-001-B,PCAS-TC-Recortes Cero,0
24-038-1-001-B,PACMA,0
24-038-1-001-B,PCTE,0
24-038-1-001-B,PREPAL,0
24-038-1-001-C,PSOE,66
24-038-1-001-C,PP,53
24-038-1-001-C,VOX,39
24-038-1-001-C,PODEMOS-IU-AV,13
24-038-1-001-C,C.Bierzo - BEX,4
24-038-1-001-C,UPL,3
24-038-1-001-C,Cs,2
24-038-1-001-C,PCTE,1
24-038-1-001-C,PACMA,1
24-038-1-001-C,PREPAL,0
24-038-1-001-C,PCAS-TC-Recortes Cero,0
24-038-1-002-A,PSOE,240
24-038-1-002-A,PP,96
24-038-1-002-A,VOX,44
24-038-1-002-A,PODEMOS-IU-AV,28
24-038-1-002-A,Cs,17
24-038-1-002-A,UPL,16
24-038-1-002-A,C.Bierzo - BEX,11
24-038-1-002-A,PCTE,1
24-038-1-002-A,PREPAL,0
24-038-1-002-A,PCAS-TC-Recortes Cero,0
24-038-1-002-A,PACMA,0
24-038-1-002-B,PSOE,143
24-038-1-002-B,PP,133
24-038-1-002-B,VOX,37
24-038-1-002-B,PODEMOS-IU-AV,20
24-038-1-002-B,Cs,14
24-038-1-002-B,UPL,8
24-038-1-002-B,PCTE,2
24-038-1-002-B,C.Bierzo - BEX,1
24-038-1-002-B,PACMA,1
24-038-1-002-B,PCAS-TC-Recortes Cero,0
24-038-1-002-B,PREPAL,0
24-039-1-001-A,UPL,106
24-039-1-001-A,PSOE,93
24-039-1-001-A,PP,82
24-039-1-001-A,VOX,66
24-039-1-001-A,PODEMOS-IU-AV,9
24-039-1-001-A,Cs,5
24-039-1-001-A,PREPAL,1
24-039-1-001-A,C.Bierzo - BEX,1
24-039-1-001-A,PCTE,0
24-039-1-001-A,PACMA,0
24-039-1-001-A,PCAS-TC-Recortes Cero,0
24-039-1-001-B,PSOE,76
24-039-1-001-B,PP,71
24-039-1-001-B,UPL,69
24-039-1-001-B,VOX,47
24-039-1-001-B,PODEMOS-IU-AV,11
24-039-1-001-B,Cs,5
24-039-1-001-B,PREPAL,1
24-039-1-001-B,C.Bierzo - BEX,0
24-039-1-001-B,PACMA,0
24-039-1-001-B,PCTE,0
24-039-1-001-B,PCAS-TC-Recortes Cero,0
24-039-1-002-A,PP,96
24-039-1-002-A,VOX,59
24-039-1-002-A,PSOE,49
24-039-1-002-A,UPL,48
24-039-1-002-A,Cs,6
24-039-1-002-A,PODEMOS-IU-AV,3
24-039-1-002-A,PACMA,2
24-039-1-002-A,PCAS-TC-Recortes Cero,0
24-039-1-002-A,PREPAL,0
24-039-1-002-A,C.Bierzo - BEX,0
24-039-1-002-A,PCTE,0
24-039-1-002-B,PSOE,83
24-039-1-002-B,PP,81
24-039-1-002-B,VOX,78
24-039-1-002-B,UPL,54
24-039-1-002-B,Cs,9
24-039-1-002-B,PODEMOS-IU-AV,2
24-039-1-002-B,PREPAL,1
24-039-1-002-B,PCTE,0
24-039-1-002-B,PACMA,0
24-039-1-002-B,C.Bierzo - BEX,0
24-039-1-002-B,PCAS-TC-Recortes Cero,0
24-040-1-001-U,UPL,66
24-040-1-001-U,PSOE,65
24-040-1-001-U,VOX,63
24-040-1-001-U,PP,60
24-040-1-001-U,PODEMOS-IU-AV,9
24-040-1-001-U,PREPAL,1
24-040-1-001-U,Cs,1
24-040-1-001-U,PCAS-TC-Recortes Cero,0
24-040-1-001-U,PACMA,0
24-040-1-001-U,C.Bierzo - BEX,0
24-040-1-001-U,PCTE,0
24-041-1-001-U,PSOE,88
24-041-1-001-U,PP,84
24-041-1-001-U,VOX,35
24-041-1-001-U,C.Bierzo - BEX,13
24-041-1-001-U,PODEMOS-IU-AV,10
24-041-1-001-U,Cs,9
24-041-1-001-U,UPL,8
24-041-1-001-U,PCAS-TC-Recortes Cero,0
24-041-1-001-U,PACMA,0
24-041-1-001-U,PREPAL,0
24-041-1-001-U,PCTE,0
24-042-1-001-U,PP,16
24-042-1-001-U,PSOE,13
24-042-1-001-U,UPL,7
24-042-1-001-U,VOX,7
24-042-1-001-U,Cs,2
24-042-1-001-U,PODEMOS-IU-AV,1
24-042-1-001-U,PCAS-TC-Recortes Cero,0
24-042-1-001-U,PREPAL,0
24-042-1-001-U,PACMA,0
24-042-1-001-U,C.Bierzo - BEX,0
24-042-1-001-U,PCTE,0
24-043-1-001-U,PSOE,27
24-043-1-001-U,PP,8
24-043-1-001-U,UPL,6
24-043-1-001-U,PODEMOS-IU-AV,3
24-043-1-001-U,VOX,2
24-043-1-001-U,Cs,1
24-043-1-001-U,PREPAL,0
24-043-1-001-U,PCTE,0
24-043-1-001-U,PACMA,0
24-043-1-001-U,C.Bierzo - BEX,0
24-043-1-001-U,PCAS-TC-Recortes Cero,0
24-044-1-001-U,PP,31
24-044-1-001-U,PSOE,29
24-044-1-001-U,UPL,11
24-044-1-001-U,VOX,8
24-044-1-001-U,PODEMOS-IU-AV,6
24-044-1-001-U,Cs,2
24-044-1-001-U,PREPAL,0
24-044-1-001-U,PCTE,0
24-044-1-001-U,PACMA,0
24-044-1-001-U,C.Bierzo - BEX,0
24-044-1-001-U,PCAS-TC-Recortes Cero,0
24-046-1-001-A,PSOE,160
24-046-1-001-A,PP,61
24-046-1-001-A,UPL,55
24-046-1-001-A,VOX,51
24-046-1-001-A,PODEMOS-IU-AV,16
24-046-1-001-A,PREPAL,3
24-046-1-001-A,Cs,2
24-046-1-001-A,PCTE,1
24-046-1-001-A,PACMA,1
24-046-1-001-A,C.Bierzo - BEX,0
